PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,Title,Group_size,Fare_Cat,Age_Cat
480,1,3,female,0,1,S,Miss,couple,10-25,0-15
481,0,3,male,5,2,S,Master,large group,40-70,0-15
482,0,2,male,0,0,S,Mr,solo,10-25,30-45
483,0,3,male,0,0,S,Mr,solo,1-10,45-60
484,1,3,female,0,0,S,Mrs,solo,1-10,60+
485,1,1,male,1,0,C,Mr,couple,70-100,15-30
486,0,3,female,3,1,S,Miss,large group,25-40,15-30
487,1,1,female,1,0,S,Mrs,couple,70-100,30-45
488,0,1,male,0,0,C,Mr,solo,25-40,45-60
489,0,3,male,0,0,S,Mr,solo,1-10,15-30
490,1,3,male,1,1,S,Master,group,10-25,0-15
491,0,3,male,1,0,S,Mr,couple,10-25,15-30
492,0,3,male,0,0,S,Mr,solo,1-10,15-30
493,0,1,male,0,0,S,Mr,solo,25-40,45-60
494,0,1,male,0,0,C,Mr,solo,40-70,60+
495,0,3,male,0,0,S,Mr,solo,1-10,15-30
496,0,3,male,0,0,C,Mr,couple,10-25,15-30
497,1,1,female,1,0,C,Miss,couple,70-100,45-60
498,0,3,male,0,0,S,Mr,solo,10-25,15-30
499,0,1,female,1,2,S,Mrs,group,100+,15-30
500,0,3,male,0,0,S,Mr,solo,1-10,15-30
501,0,3,male,0,0,S,Mr,solo,1-10,15-30
502,0,3,female,0,0,Q,Miss,solo,1-10,15-30
503,0,3,female,0,0,Q,Miss,solo,1-10,15-30
504,0,3,female,0,0,S,Miss,solo,1-10,30-45
505,1,1,female,0,0,S,Miss,group,70-100,15-30
506,0,1,male,1,0,C,Mr,couple,100+,15-30
507,1,2,female,0,2,S,Mrs,group,25-40,30-45
508,1,1,male,0,0,S,Mr,solo,25-40,30-45
509,0,3,male,0,0,S,Mr,solo,10-25,15-30
510,1,3,male,0,0,S,Mr,large group,40-70,15-30
511,1,3,male,0,0,Q,Mr,solo,1-10,15-30
512,0,3,male,0,0,S,Mr,solo,1-10,15-30
513,1,1,male,0,0,S,Mr,solo,25-40,30-45
514,1,1,female,1,0,C,Mrs,couple,40-70,45-60
515,0,3,male,0,0,S,Mr,solo,1-10,15-30
516,0,1,male,0,0,S,Mr,solo,25-40,45-60
517,1,2,female,0,0,S,Mrs,solo,10-25,30-45
518,0,3,male,0,0,Q,Mr,group,10-25,15-30
519,1,2,female,1,0,S,Mrs,couple,25-40,30-45
520,0,3,male,0,0,S,Mr,solo,1-10,30-45
521,1,1,female,0,0,S,Miss,couple,70-100,15-30
522,0,3,male,0,0,S,Mr,solo,1-10,15-30
523,0,3,male,0,0,C,Mr,solo,1-10,15-30
524,1,1,female,0,1,C,Mrs,couple,40-70,30-45
525,0,3,male,0,0,C,Mr,solo,1-10,15-30
526,0,3,male,0,0,Q,Mr,solo,1-10,30-45
527,1,2,female,0,0,S,Miss,solo,10-25,45-60
528,0,1,male,0,0,S,Mr,solo,100+,30-45
529,0,3,male,0,0,S,Mr,solo,1-10,30-45
530,0,2,male,2,1,S,Mr,group,10-25,15-30
531,1,2,female,1,1,S,Miss,group,25-40,0-15
532,0,3,male,0,0,C,Mr,solo,1-10,15-30
533,0,3,male,1,1,C,Mr,group,1-10,15-30
534,1,3,female,0,2,C,Mrs,group,10-25,30-45
535,0,3,female,0,0,S,Miss,solo,1-10,15-30
536,1,2,female,0,2,S,Miss,group,25-40,0-15
537,0,1,male,0,0,S,Rare Title,solo,25-40,30-45
538,1,1,female,0,0,C,Miss,couple,100+,15-30
539,0,3,male,0,0,S,Mr,solo,10-25,15-30
540,1,1,female,0,2,C,Miss,group,40-70,15-30
541,1,1,female,0,2,S,Miss,group,70-100,30-45
542,0,3,female,4,2,S,Miss,large group,25-40,0-15
543,0,3,female,4,2,S,Miss,large group,25-40,0-15
544,1,2,male,1,0,S,Mr,couple,25-40,30-45
545,0,1,male,1,0,C,Mr,couple,100+,45-60
546,0,1,male,0,0,S,Mr,solo,25-40,60+
547,1,2,female,1,0,S,Mrs,couple,25-40,15-30
548,1,2,male,0,0,C,Mr,solo,10-25,30-45
549,0,3,male,1,1,S,Mr,group,10-25,30-45
550,1,2,male,1,1,S,Master,group,25-40,0-15
551,1,1,male,0,2,C,Mr,group,100+,15-30
552,0,2,male,0,0,S,Mr,solo,25-40,15-30
553,0,3,male,0,0,Q,Mr,solo,1-10,15-30
554,1,3,male,0,0,C,Mr,solo,1-10,15-30
555,1,3,female,0,0,S,Miss,solo,1-10,15-30
556,0,1,male,0,0,S,Mr,solo,25-40,60+
557,1,1,female,1,0,C,Rare Title,couple,25-40,45-60
558,0,1,male,0,0,C,Mr,group,100+,30-45
559,1,1,female,1,1,S,Mrs,group,70-100,30-45
560,1,3,female,1,0,S,Mrs,couple,10-25,30-45
561,0,3,male,0,0,Q,Mr,solo,1-10,15-30
562,0,3,male,0,0,S,Mr,solo,1-10,30-45
563,0,2,male,0,0,S,Mr,solo,10-25,15-30
564,0,3,male,0,0,S,Mr,solo,1-10,15-30
565,0,3,female,0,0,S,Miss,solo,1-10,15-30
566,0,3,male,2,0,S,Mr,group,10-25,15-30
567,0,3,male,0,0,S,Mr,solo,1-10,15-30
568,0,3,female,0,4,S,Mrs,large group,10-25,15-30
569,0,3,male,0,0,C,Mr,solo,1-10,15-30
570,1,3,male,0,0,S,Mr,solo,1-10,30-45
571,1,2,male,0,0,S,Mr,solo,10-25,60+
572,1,1,female,2,0,S,Mrs,group,40-70,45-60
573,1,1,male,0,0,S,Mr,solo,25-40,30-45
574,1,3,female,0,0,Q,Miss,solo,1-10,15-30
575,0,3,male,0,0,S,Mr,solo,1-10,15-30
576,0,3,male,0,0,S,Mr,couple,10-25,15-30
577,1,2,female,0,0,S,Miss,solo,10-25,30-45
578,1,1,female,1,0,S,Mrs,couple,40-70,30-45
579,0,3,female,1,0,C,Mrs,couple,10-25,30-45
580,1,3,male,0,0,S,Mr,solo,1-10,30-45
581,1,2,female,1,1,S,Miss,group,25-40,15-30
582,1,1,female,1,1,C,Mrs,group,100+,30-45
583,0,2,male,0,0,S,Mr,couple,25-40,45-60
584,0,1,male,0,0,C,Mr,solo,40-70,30-45
585,0,3,male,0,0,C,Mr,solo,1-10,15-30
586,1,1,female,0,2,S,Miss,group,70-100,15-30
587,0,2,male,0,0,S,Mr,solo,10-25,45-60
588,1,1,male,1,1,C,Mr,group,70-100,45-60
589,0,3,male,0,0,S,Mr,solo,1-10,15-30
590,0,3,male,0,0,S,Mr,solo,1-10,15-30
591,0,3,male,0,0,S,Mr,solo,1-10,30-45
592,1,1,female,1,0,C,Mrs,couple,70-100,45-60
593,0,3,male,0,0,S,Mr,solo,1-10,45-60
594,0,3,female,0,2,Q,Miss,group,1-10,15-30
595,0,2,male,1,0,S,Mr,couple,25-40,30-45
596,0,3,male,1,1,S,Mr,group,10-25,30-45
597,1,2,female,0,0,S,Miss,group,25-40,15-30
598,0,3,male,0,0,S,Mr,group,1-10,45-60
599,0,3,male,0,0,C,Mr,solo,1-10,15-30
600,1,1,male,1,0,C,Rare Title,couple,40-70,45-60
601,1,2,female,2,1,S,Mrs,group,25-40,15-30
602,0,3,male,0,0,S,Mr,solo,1-10,15-30
603,0,1,male,0,0,S,Mr,solo,40-70,30-45
604,0,3,male,0,0,S,Mr,solo,1-10,30-45
605,1,1,male,0,0,C,Mr,solo,25-40,30-45
606,0,3,male,1,0,S,Mr,couple,10-25,30-45
607,0,3,male,0,0,S,Mr,solo,1-10,15-30
608,1,1,male,0,0,S,Mr,solo,25-40,15-30
609,1,2,female,1,2,C,Mrs,group,40-70,15-30
610,1,1,female,0,0,S,Miss,group,100+,30-45
611,0,3,female,1,5,S,Mrs,large group,25-40,30-45
612,0,3,male,0,0,S,Mr,solo,1-10,15-30
613,1,3,female,1,0,Q,Miss,couple,10-25,15-30
614,0,3,male,0,0,Q,Mr,solo,1-10,15-30
615,0,3,male,0,0,S,Mr,solo,1-10,30-45
616,1,2,female,1,2,S,Miss,group,40-70,15-30
617,0,3,male,1,1,S,Mr,group,10-25,30-45
618,0,3,female,1,0,S,Mrs,couple,10-25,15-30
619,1,2,female,2,1,S,Miss,group,25-40,0-15
620,0,2,male,0,0,S,Mr,solo,10-25,15-30
621,0,3,male,1,0,C,Mr,couple,10-25,15-30
622,1,1,male,1,0,S,Mr,couple,40-70,30-45
623,1,3,male,1,1,C,Mr,group,10-25,15-30
624,0,3,male,0,0,S,Mr,solo,1-10,15-30
625,0,3,male,0,0,S,Mr,couple,10-25,15-30
626,0,1,male,0,0,S,Mr,solo,25-40,60+
627,0,2,male,0,0,Q,Rare Title,solo,10-25,45-60
628,1,1,female,0,0,S,Miss,group,70-100,15-30
629,0,3,male,0,0,S,Mr,solo,1-10,15-30
630,0,3,male,0,0,Q,Mr,solo,1-10,15-30
631,1,1,male,0,0,S,Mr,solo,25-40,60+
632,0,3,male,0,0,S,Mr,solo,1-10,45-60
633,1,1,male,0,0,C,Rare Title,solo,25-40,30-45
634,0,1,male,0,0,S,Mr,solo,40-70,30-45
635,0,3,female,3,2,S,Miss,large group,25-40,0-15
636,1,2,female,0,0,S,Miss,solo,10-25,15-30
637,0,3,male,0,0,S,Mr,solo,1-10,30-45
638,0,2,male,1,1,S,Mr,group,25-40,30-45
639,0,3,female,0,5,S,Mrs,large group,25-40,30-45
640,0,3,male,1,0,S,Mr,couple,10-25,15-30
641,0,3,male,0,0,S,Mr,solo,1-10,15-30
642,1,1,female,0,0,C,Mrs,couple,40-70,15-30
643,0,3,female,3,2,S,Miss,large group,25-40,0-15
644,1,3,male,0,0,S,Mr,large group,40-70,15-30
645,1,3,female,2,1,C,Miss,group,10-25,0-15
646,1,1,male,1,0,C,Mr,group,70-100,45-60
647,0,3,male,0,0,S,Mr,solo,1-10,15-30
648,1,1,male,0,0,C,Rare Title,solo,25-40,45-60
649,0,3,male,0,0,S,Mr,solo,1-10,15-30
650,1,3,female,0,0,S,Miss,solo,1-10,15-30
651,0,3,male,0,0,S,Mr,solo,1-10,15-30
652,1,2,female,0,1,S,Miss,couple,10-25,15-30
653,0,3,male,0,0,S,Mr,solo,1-10,15-30
654,1,3,female,0,0,Q,Miss,solo,1-10,15-30
655,0,3,female,0,0,Q,Miss,solo,1-10,15-30
656,0,2,male,2,0,S,Mr,large group,70-100,15-30
657,0,3,male,0,0,S,Mr,solo,1-10,15-30
658,0,3,female,1,1,Q,Mrs,group,10-25,30-45
659,0,2,male,0,0,S,Mr,solo,10-25,15-30
660,0,1,male,0,2,C,Mr,group,100+,45-60
661,1,1,male,2,0,S,Rare Title,group,100+,45-60
662,0,3,male,0,0,C,Mr,solo,1-10,30-45
663,0,1,male,0,0,S,Mr,solo,25-40,45-60
664,0,3,male,0,0,S,Mr,solo,1-10,30-45
665,1,3,male,1,0,S,Mr,couple,1-10,15-30
666,0,2,male,2,0,S,Mr,large group,70-100,30-45
667,0,2,male,0,0,S,Mr,solo,10-25,15-30
668,0,3,male,0,0,S,Mr,solo,1-10,15-30
669,0,3,male,0,0,S,Mr,solo,1-10,30-45
670,1,1,female,1,0,S,Mrs,couple,40-70,30-45
671,1,2,female,1,1,S,Mrs,group,25-40,30-45
672,0,1,male,1,0,S,Mr,couple,40-70,30-45
673,0,2,male,0,0,S,Mr,solo,10-25,60+
674,1,2,male,0,0,S,Mr,solo,10-25,30-45
675,0,2,male,0,0,S,Mr,solo,10-25,30-45
676,0,3,male,0,0,S,Mr,solo,1-10,15-30
677,0,3,male,0,0,S,Mr,solo,1-10,15-30
678,1,3,female,0,0,S,Miss,solo,1-10,15-30
679,0,3,female,1,6,S,Mrs,large group,40-70,30-45
680,1,1,male,0,1,C,Mr,group,100+,30-45
681,0,3,female,0,0,Q,Miss,solo,1-10,15-30
682,1,1,male,0,0,C,Mr,group,70-100,15-30
683,0,3,male,0,0,S,Mr,solo,1-10,15-30
684,0,3,male,5,2,S,Mr,large group,40-70,0-15
685,0,2,male,1,1,S,Mr,group,25-40,45-60
686,0,2,male,1,2,C,Mr,group,40-70,15-30
687,0,3,male,4,1,S,Mr,large group,25-40,0-15
688,0,3,male,0,0,S,Mr,solo,10-25,15-30
689,0,3,male,0,0,S,Mr,solo,1-10,15-30
690,1,1,female,0,1,S,Miss,group,100+,
691,1,1,male,1,0,S,Mr,couple,40-70,30-45
692,1,3,female,0,1,C,Miss,couple,10-25,0-15
693,1,3,male,0,0,S,Mr,large group,40-70,15-30
694,0,3,male,0,0,C,Mr,solo,1-10,15-30
695,0,1,male,0,0,S,Rare Title,solo,25-40,45-60
696,0,2,male,0,0,S,Mr,solo,10-25,45-60
697,0,3,male,0,0,S,Mr,solo,1-10,30-45
698,1,3,female,0,0,Q,Miss,solo,1-10,15-30
699,0,1,male,1,1,C,Mr,group,100+,45-60
700,0,3,male,0,0,S,Mr,solo,1-10,30-45
701,1,1,female,1,0,C,Mrs,group,100+,15-30
702,1,1,male,0,0,S,Mr,solo,25-40,30-45
703,0,3,female,0,1,C,Miss,couple,10-25,15-30
704,0,3,male,0,0,Q,Mr,solo,1-10,15-30
705,0,3,male,1,0,S,Mr,couple,1-10,15-30
706,0,2,male,0,0,S,Mr,couple,25-40,30-45
707,1,2,female,0,0,S,Mrs,solo,10-25,30-45
708,1,1,male,0,0,S,Mr,solo,25-40,30-45
709,1,1,female,0,0,S,Miss,group,100+,15-30
710,1,3,male,1,1,C,Master,group,10-25,0-15
711,1,1,female,0,0,C,Mrs,solo,40-70,15-30
712,0,1,male,0,0,S,Mr,solo,25-40,30-45
713,1,1,male,1,0,S,Mr,couple,40-70,45-60
714,0,3,male,0,0,S,Mr,solo,1-10,15-30
715,0,2,male,0,0,S,Mr,couple,10-25,45-60
716,0,3,male,0,0,S,Mr,solo,1-10,15-30
717,1,1,female,0,0,C,Miss,group,100+,30-45
718,1,2,female,0,0,S,Miss,solo,10-25,15-30
719,0,3,male,0,0,Q,Mr,solo,10-25,15-30
720,0,3,male,0,0,S,Mr,solo,1-10,30-45
721,1,2,female,0,1,S,Miss,group,25-40,0-15
722,0,3,male,1,0,S,Mr,couple,1-10,15-30
723,0,2,male,0,0,S,Mr,solo,10-25,30-45
724,0,2,male,0,0,S,Mr,solo,10-25,45-60
725,1,1,male,1,0,S,Mr,couple,40-70,15-30
726,0,3,male,0,0,S,Mr,solo,1-10,15-30
727,1,2,female,3,0,S,Mrs,group,10-25,15-30
728,1,3,female,0,0,Q,Miss,solo,1-10,15-30
729,0,2,male,1,0,S,Mr,couple,25-40,15-30
730,0,3,female,1,0,S,Miss,couple,1-10,15-30
731,1,1,female,0,0,S,Miss,group,100+,15-30
732,0,3,male,0,0,C,Mr,couple,10-25,0-15
733,0,2,male,0,0,S,Mr,solo,10-25,30-45
734,0,2,male,0,0,S,Mr,solo,10-25,15-30
735,0,2,male,0,0,S,Mr,solo,10-25,15-30
736,0,3,male,0,0,S,Mr,couple,10-25,15-30
737,0,3,female,1,3,S,Mrs,large group,25-40,45-60
738,1,1,male,0,0,C,Mr,group,100+,30-45
739,0,3,male,0,0,S,Mr,solo,1-10,15-30
740,0,3,male,0,0,S,Mr,solo,1-10,15-30
741,1,1,male,0,0,S,Mr,solo,25-40,30-45
742,0,1,male,1,0,S,Mr,couple,70-100,30-45
743,1,1,female,2,2,C,Miss,large group,100+,15-30
744,0,3,male,1,0,S,Mr,couple,10-25,15-30
745,1,3,male,0,0,S,Mr,solo,1-10,30-45
746,0,1,male,1,1,S,Rare Title,group,70-100,60+
747,0,3,male,1,1,S,Mr,group,10-25,15-30
748,1,2,female,0,0,S,Miss,solo,10-25,15-30
749,0,1,male,1,0,S,Mr,couple,40-70,15-30
750,0,3,male,0,0,Q,Mr,solo,1-10,30-45
751,1,2,female,1,1,S,Miss,group,10-25,0-15
752,1,3,male,0,1,S,Master,couple,10-25,0-15
753,0,3,male,0,0,S,Mr,solo,1-10,30-45
754,0,3,male,0,0,S,Mr,solo,1-10,15-30
755,1,2,female,1,2,S,Mrs,group,40-70,45-60
756,1,2,male,1,1,S,Master,group,10-25,0-15
757,0,3,male,0,0,S,Mr,solo,1-10,15-30
758,0,2,male,0,0,S,Mr,solo,10-25,15-30
759,0,3,male,0,0,S,Mr,solo,1-10,30-45
760,1,1,female,0,0,S,Rare Title,group,70-100,30-45
761,0,3,male,0,0,S,Mr,couple,10-25,15-30
762,0,3,male,0,0,S,Mr,solo,1-10,30-45
763,1,3,male,0,0,C,Mr,solo,1-10,15-30
764,1,1,female,1,2,S,Mrs,group,100+,30-45
765,0,3,male,0,0,S,Mr,solo,1-10,15-30
766,1,1,female,1,0,S,Mrs,group,70-100,45-60
767,0,1,male,0,0,C,Rare Title,solo,25-40,45-60
768,0,3,female,0,0,Q,Miss,solo,1-10,30-45
769,0,3,male,1,0,Q,Mr,group,10-25,15-30
770,0,3,male,0,0,S,Mr,solo,1-10,30-45
771,0,3,male,0,0,S,Mr,solo,1-10,15-30
772,0,3,male,0,0,S,Mr,solo,1-10,45-60
773,0,2,female,0,0,S,Mrs,couple,10-25,45-60
774,0,3,male,0,0,C,Mr,solo,1-10,15-30
775,1,2,female,1,3,S,Mrs,large group,10-25,45-60
776,0,3,male,0,0,S,Mr,solo,1-10,15-30
777,0,3,male,0,0,Q,Mr,solo,1-10,15-30
778,1,3,female,0,0,S,Miss,couple,10-25,0-15
779,0,3,male,0,0,Q,Mr,solo,1-10,15-30
780,1,1,female,0,1,S,Mrs,group,100+,30-45
781,1,3,female,0,0,C,Miss,solo,1-10,0-15
782,1,1,female,1,0,S,Mrs,couple,40-70,15-30
783,0,1,male,0,0,S,Mr,solo,25-40,15-30
784,0,3,male,1,2,S,Mr,group,10-25,15-30
785,0,3,male,0,0,S,Mr,solo,1-10,15-30
786,0,3,male,0,0,S,Mr,solo,1-10,15-30
787,1,3,female,0,0,S,Miss,solo,1-10,15-30
788,0,3,male,4,1,Q,Master,large group,25-40,0-15
789,1,3,male,1,2,S,Master,group,10-25,0-15
790,0,1,male,0,0,C,Mr,couple,70-100,45-60
791,0,3,male,0,0,Q,Mr,solo,1-10,15-30
792,0,2,male,0,0,S,Mr,couple,25-40,15-30
793,0,3,female,8,2,S,Miss,large group,40-70,15-30
794,0,1,male,0,0,C,Mr,solo,25-40,30-45
795,0,3,male,0,0,S,Mr,solo,1-10,15-30
796,0,2,male,0,0,S,Mr,solo,10-25,30-45
797,1,1,female,0,0,S,Rare Title,solo,25-40,45-60
798,1,3,female,0,0,S,Mrs,solo,1-10,30-45
799,0,3,male,0,0,C,Mr,solo,1-10,15-30
800,0,3,female,1,1,S,Mrs,group,10-25,15-30
801,0,2,male,0,0,S,Mr,couple,10-25,30-45
802,1,2,female,1,1,S,Mrs,group,25-40,30-45
803,1,1,male,1,2,S,Master,group,100+,0-15
804,1,3,male,0,1,C,Master,couple,1-10,0-15
805,1,3,male,0,0,S,Mr,solo,1-10,15-30
806,0,3,male,0,0,S,Mr,solo,1-10,30-45
807,0,1,male,0,0,S,Mr,solo,40-70,30-45
808,0,3,female,0,0,S,Miss,solo,1-10,15-30
809,0,2,male,0,0,S,Mr,solo,10-25,30-45
810,1,1,female,1,0,S,Mrs,couple,40-70,30-45
811,0,3,male,0,0,S,Mr,solo,1-10,15-30
812,0,3,male,0,0,S,Mr,couple,10-25,30-45
813,0,2,male,0,0,S,Mr,solo,10-25,30-45
814,0,3,female,4,2,S,Miss,large group,25-40,0-15
815,0,3,male,0,0,S,Mr,solo,1-10,30-45
816,0,1,male,0,0,S,Mr,solo,40-70,30-45
817,0,3,female,0,0,S,Miss,solo,1-10,15-30
818,0,2,male,1,1,C,Mr,group,25-40,30-45
819,0,3,male,0,0,S,Mr,solo,1-10,30-45
820,0,3,male,3,2,S,Master,large group,25-40,0-15
821,1,1,female,1,1,S,Mrs,group,70-100,45-60
822,1,3,male,0,0,S,Mr,solo,1-10,15-30
823,0,1,male,0,0,S,Rare Title,solo,40-70,30-45
824,1,3,female,0,1,S,Mrs,couple,10-25,15-30
825,0,3,male,4,1,S,Master,large group,25-40,0-15
826,0,3,male,0,0,Q,Mr,solo,1-10,15-30
827,0,3,male,0,0,S,Mr,large group,40-70,15-30
828,1,2,male,0,2,C,Master,group,25-40,0-15
829,1,3,male,0,0,Q,Mr,solo,1-10,15-30
830,1,1,female,0,0,S,Mrs,couple,70-100,60+
831,1,3,female,1,0,C,Mrs,couple,10-25,
832,1,2,male,1,1,S,Master,group,10-25,0-15
833,0,3,male,0,0,C,Mr,solo,1-10,15-30
834,0,3,male,0,0,S,Mr,solo,1-10,15-30
835,0,3,male,0,0,S,Mr,solo,1-10,15-30
836,1,1,female,1,1,C,Miss,group,70-100,30-45
837,0,3,male,0,0,S,Mr,solo,1-10,15-30
838,0,3,male,0,0,S,Mr,solo,1-10,15-30
839,1,3,male,0,0,S,Mr,large group,40-70,30-45
840,1,1,male,0,0,C,Mr,solo,25-40,30-45
841,0,3,male,0,0,S,Mr,solo,1-10,15-30
842,0,2,male,0,0,S,Mr,couple,10-25,15-30
843,1,1,female,0,0,C,Miss,couple,25-40,15-30
844,0,3,male,0,0,C,Mr,solo,1-10,30-45
845,0,3,male,0,0,S,Mr,solo,1-10,15-30
846,0,3,male,0,0,S,Mr,solo,1-10,30-45
847,0,3,male,8,2,S,Mr,large group,40-70,15-30
848,0,3,male,0,0,C,Mr,solo,1-10,30-45
849,0,2,male,0,1,S,Rare Title,group,25-40,15-30
850,1,1,female,1,0,C,Mrs,couple,70-100,30-45
851,0,3,male,4,2,S,Master,large group,25-40,0-15
852,0,3,male,0,0,S,Mr,solo,1-10,60+
853,0,3,female,1,1,C,Miss,group,10-25,0-15
854,1,1,female,0,1,S,Miss,couple,25-40,15-30
855,0,2,female,1,0,S,Mrs,couple,25-40,30-45
856,1,3,female,0,1,S,Mrs,couple,1-10,15-30
857,1,1,female,1,1,S,Mrs,group,100+,30-45
858,1,1,male,0,0,S,Mr,solo,25-40,45-60
859,1,3,female,0,3,C,Mrs,group,10-25,15-30
860,0,3,male,0,0,C,Mr,solo,1-10,15-30
861,0,3,male,2,0,S,Mr,group,10-25,30-45
862,0,2,male,1,0,S,Mr,couple,10-25,15-30
863,1,1,female,0,0,S,Mrs,solo,25-40,45-60
864,0,3,female,8,2,S,Miss,large group,40-70,15-30
865,0,2,male,0,0,S,Mr,solo,10-25,15-30
866,1,2,female,0,0,S,Mrs,solo,10-25,30-45
867,1,2,female,1,0,C,Miss,couple,10-25,15-30
868,0,1,male,0,0,S,Mr,solo,40-70,30-45
869,0,3,male,0,0,S,Mr,solo,1-10,15-30
870,1,3,male,1,1,S,Master,group,10-25,0-15
871,0,3,male,0,0,S,Mr,solo,1-10,15-30
872,1,1,female,1,1,S,Mrs,group,40-70,45-60
873,0,1,male,0,0,S,Mr,solo,1-10,30-45
874,0,3,male,0,0,S,Mr,solo,1-10,45-60
875,1,2,female,1,0,C,Mrs,couple,10-25,15-30
876,1,3,female,0,0,C,Miss,solo,1-10,
877,0,3,male,0,0,S,Mr,couple,1-10,15-30
878,0,3,male,0,0,S,Mr,solo,1-10,15-30
879,0,3,male,0,0,S,Mr,solo,1-10,15-30
880,1,1,female,0,1,C,Mrs,couple,70-100,45-60
881,1,2,female,0,1,S,Mrs,couple,25-40,15-30
882,0,3,male,0,0,S,Mr,solo,1-10,30-45
883,0,3,female,0,0,S,Miss,solo,10-25,15-30
884,0,2,male,0,0,S,Mr,solo,10-25,15-30
885,0,3,male,0,0,S,Mr,solo,1-10,15-30
886,0,3,female,0,5,Q,Mrs,large group,25-40,30-45
887,0,2,male,0,0,S,Rare Title,solo,10-25,15-30
888,1,1,female,0,0,S,Miss,solo,25-40,15-30
889,0,3,female,1,2,S,Miss,group,10-25,15-30
890,1,1,male,0,0,C,Mr,solo,25-40,15-30
891,0,3,male,0,0,Q,Mr,solo,1-10,30-45
